reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.25,51.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.3,62.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.35,72.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.4,82.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.45,93.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.5,103.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.55,113.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.6,124.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.65,134.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.7,145.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.75,155.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.8,165.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.85,176.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.9,186.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.95,196.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.975,202.0
2024-11-23,wk inc flu hosp,0,2024-11-23,17,quantile,0.99,205.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.01,24.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.025,28.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.05,35.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.1,48.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.15,60.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.2,73.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.25,86.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.3,99.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.35,112.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.4,125.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.45,137.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.5,150.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.55,163.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.6,176.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.65,189.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.7,202.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.75,214.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.8,227.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.85,240.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.9,253.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.95,266.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.975,272.0
2024-11-23,wk inc flu hosp,1,2024-11-30,17,quantile,0.99,276.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.01,129.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.025,133.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.05,140.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.1,153.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.15,166.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.2,179.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.25,192.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.3,206.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.35,219.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.4,232.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.45,245.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.5,258.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.55,272.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.6,285.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.65,298.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.7,311.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.75,324.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.8,337.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.85,351.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.9,364.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.95,377.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.975,384.0
2024-11-23,wk inc flu hosp,2,2024-12-07,17,quantile,0.99,388.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.01,232.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.025,236.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.05,242.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.1,254.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.15,265.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.2,277.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.25,289.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.3,301.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.35,313.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.4,325.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.45,336.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.5,348.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.55,360.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.6,372.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.65,384.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.7,396.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.75,407.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.8,419.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.85,431.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.9,443.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.95,455.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.975,461.0
2024-11-23,wk inc flu hosp,3,2024-12-14,17,quantile,0.99,464.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.025,2.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.05,4.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.1,8.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.15,12.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.2,16.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.25,20.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.3,24.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.35,28.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.4,32.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.45,36.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.5,40.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.55,44.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.6,48.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.65,52.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.7,56.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.75,60.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.8,64.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.85,68.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.9,73.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.95,77.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.975,79.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,18,quantile,0.99,80.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.025,1.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.05,3.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.1,7.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.15,10.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.2,14.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.25,17.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.3,21.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.35,25.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.4,28.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.45,32.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.5,35.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.55,39.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.6,42.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.65,46.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.7,50.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.75,53.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.8,57.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.85,60.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.9,64.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.95,68.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.975,69.0
2024-11-23,wk inc flu hosp,0,2024-11-23,18,quantile,0.99,70.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.025,2.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.05,4.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.1,9.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.15,14.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.2,19.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.25,23.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.3,28.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.35,33.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.4,38.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.45,42.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.5,47.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.55,52.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.6,57.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.65,61.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.7,66.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.75,71.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.8,76.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.85,80.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.9,85.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.95,90.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.975,92.0
2024-11-23,wk inc flu hosp,1,2024-11-30,18,quantile,0.99,94.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.01,1.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.025,3.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.05,6.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.1,13.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.15,20.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.2,26.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.25,33.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.3,40.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.35,46.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.4,53.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.45,60.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.5,66.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.55,73.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.6,80.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.65,86.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.7,93.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.75,100.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.8,107.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.85,113.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.9,120.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.95,127.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.975,130.0
2024-11-23,wk inc flu hosp,2,2024-12-07,18,quantile,0.99,132.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.01,17.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.025,19.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.05,24.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.1,33.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.15,42.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.2,51.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.25,60.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.3,69.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.35,78.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.4,87.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.45,96.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.5,105.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.55,114.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.6,123.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.65,132.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.7,141.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.75,150.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.8,159.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.85,168.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.9,177.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.95,186.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.975,190.0
2024-11-23,wk inc flu hosp,3,2024-12-14,18,quantile,0.99,193.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.025,0.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.05,1.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.1,3.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.15,5.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.2,7.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.25,9.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.3,11.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.35,13.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.4,15.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.45,17.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.5,18.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.55,20.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.6,22.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.65,24.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.7,26.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.75,28.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.8,30.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.85,32.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.9,34.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.95,36.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.975,36.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,19,quantile,0.99,37.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.025,0.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.05,1.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.1,2.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.15,3.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.2,5.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.25,6.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.3,7.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.35,9.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.4,10.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.45,11.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.5,13.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.55,14.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.6,15.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.65,17.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.7,18.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.75,19.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.8,20.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.85,22.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.9,23.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.95,24.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.975,25.0
2024-11-23,wk inc flu hosp,0,2024-11-23,19,quantile,0.99,25.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.025,0.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.05,1.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.1,2.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.15,4.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.2,5.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.25,6.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.3,8.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.35,9.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.4,10.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.45,12.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.5,13.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.55,14.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.6,16.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.65,17.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.7,18.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.75,20.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.8,21.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.85,22.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.9,24.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.95,25.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.975,26.0
2024-11-23,wk inc flu hosp,1,2024-11-30,19,quantile,0.99,26.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.025,1.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.05,2.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.1,4.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.15,7.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.2,9.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.25,12.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.3,14.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.35,17.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.4,19.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.45,22.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.5,24.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.55,27.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.6,29.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.65,32.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.7,34.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.75,37.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.8,39.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.85,42.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.9,44.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.95,47.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.975,48.0
2024-11-23,wk inc flu hosp,2,2024-12-07,19,quantile,0.99,49.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.01,13.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.025,14.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.05,16.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.1,19.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.15,23.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.2,26.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.25,30.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.3,33.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.35,37.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.4,40.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.45,44.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.5,47.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.55,51.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.6,54.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.65,58.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.7,61.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.75,65.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.8,68.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.85,72.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.9,75.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.95,79.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.975,80.0
2024-11-23,wk inc flu hosp,3,2024-12-14,19,quantile,0.99,82.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.025,0.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.05,0.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.1,1.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.15,2.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.2,3.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.25,4.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.3,5.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.35,6.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.4,7.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.45,8.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.5,8.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.55,9.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.6,10.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.65,11.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.7,12.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.75,13.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.8,14.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.85,15.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.9,16.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.95,16.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.975,17.0
2024-11-23,wk inc flu hosp,-1,2024-11-16,20,quantile,0.99,17.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.01,0.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.025,0.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.05,1.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.1,2.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.15,3.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.2,4.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.25,5.0
2024-11-23,wk inc flu hosp,0,2024-11-23,20,quantile,0.3,7.0
